"strain","gene_id","go_level","go_description","go_id"
"Synechocystis","slr0952","Molecular Function","phosphoric ester hydrolase activity","GO:0042578"
"Synechocystis","slr0953","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr0953","Biological Process","sucrose biosynthetic process","GO:0005986"
"Synechocystis","slr0953","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr0953","Molecular Function","magnesium ion binding","GO:0000287"
"Synechocystis","slr0953","Molecular Function","phosphatase activity","GO:0016791"
"Synechocystis","slr0953","Molecular Function","sucrose-phosphatase activity","GO:0050307"
"Synechocystis","slr0954","Biological Process","RNA processing","GO:0006396"
"Synechocystis","slr0954","Molecular Function","RNA binding","GO:0003723"
"Synechocystis","slr0954","Molecular Function","ribonuclease III activity","GO:0004525"
"Synechocystis","slr0955","Biological Process","RNA processing","GO:0006396"
"Synechocystis","slr0955","Molecular Function","RNA binding","GO:0003723"
"Synechocystis","slr0955","Molecular Function","RNA methyltransferase activity","GO:0008173"
"Synechocystis","slr0955","Molecular Function","methyltransferase activity","GO:0008168"
"Synechocystis","slr0958","Biological Process","cysteinyl-tRNA aminoacylation","GO:0006423"
"Synechocystis","slr0958","Biological Process","tRNA aminoacylation for protein translation","GO:0006418"
"Synechocystis","slr0958","Biological Process","translation","GO:0006412"
"Synechocystis","slr0958","Cellular Component","cytoplasm","GO:0005737"
"Synechocystis","slr0958","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","slr0958","Molecular Function","aminoacyl-tRNA ligase activity","GO:0004812"
"Synechocystis","slr0958","Molecular Function","cysteine-tRNA ligase activity","GO:0004817"
"Synechocystis","slr0958","Molecular Function","nucleotide binding","GO:0000166"
"Synechocystis","slr0959","Cellular Component","membrane","GO:0016020"
"Synechocystis","slr0963","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","slr0963","Molecular Function","4 iron, 4 sulfur cluster binding","GO:0051539"
"Synechocystis","slr0963","Molecular Function","heme binding","GO:0020037"
"Synechocystis","slr0963","Molecular Function","iron-sulfur cluster binding","GO:0051536"
"Synechocystis","slr0963","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","slr0963","Molecular Function","sulfite reductase (ferredoxin) activity","GO:0050311"
"Synechocystis","slr0964","Biological Process","transmembrane transport","GO:0055085"
"Synechocystis","slr0964","Cellular Component","membrane","GO:0016020"
"Synechocystis","slr0965","Biological Process","DNA replication","GO:0006260"
"Synechocystis","slr0965","Molecular Function","3'-5' exonuclease activity","GO:0008408"
"Synechocystis","slr0965","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","slr0965","Molecular Function","DNA-directed DNA polymerase activity","GO:0003887"
"Synechocystis","slr0966","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr0966","Biological Process","tryptophan metabolic process","GO:0006568"
"Synechocystis","slr0966","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr0966","Molecular Function","tryptophan synthase activity","GO:0004834"
"Synechocystis","slr0969","Biological Process","cobalamin biosynthetic process","GO:0009236"
"Synechocystis","slr0969","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr0969","Molecular Function","methyltransferase activity","GO:0008168"
"Synechocystis","slr0974","Biological Process","translational initiation","GO:0006413"
"Synechocystis","slr0974","Molecular Function","translation initiation factor activity","GO:0003743"
"Synechocystis","slr0977","Biological Process","transport","GO:0006810"
"Synechocystis","slr0977","Cellular Component","membrane","GO:0016020"
"Synechocystis","slr0977","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","slr0977","Molecular Function","ATPase activity, coupled to transmembrane movement of substances","GO:0042626"
"Synechocystis","slr0982","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","slr0982","Molecular Function","ATPase activity","GO:0016887"
"Synechocystis","slr0982","Molecular Function","nucleoside-triphosphatase activity","GO:0017111"
"Synechocystis","slr0982","Molecular Function","nucleotide binding","GO:0000166"
"Synechocystis","slr0983","Biological Process","biosynthetic process","GO:0009058"
"Synechocystis","slr0983","Molecular Function","nucleotidyltransferase activity","GO:0016779"
"Synechocystis","slr0984","Biological Process","cellular metabolic process","GO:0044237"
"Synechocystis","slr0984","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr0984","Molecular Function","binding","GO:0005488"
"Synechocystis","slr0984","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr0984","Molecular Function","coenzyme binding","GO:0050662"
"Synechocystis","slr0985","Biological Process","lipopolysaccharide biosynthetic process","GO:0009103"
"Synechocystis","slr0985","Molecular Function","dTDP-4-dehydrorhamnose 3,5-epimerase activity","GO:0008830"
"Synechocystis","slr0990","Biological Process","glutathione biosynthetic process","GO:0006750"
"Synechocystis","slr0990","Molecular Function","glutamate-cysteine ligase activity","GO:0004357"
"Synechocystis","slr0992","Biological Process","RNA processing","GO:0006396"
"Synechocystis","slr0992","Molecular Function","RNA binding","GO:0003723"
"Synechocystis","slr0992","Molecular Function","RNA methyltransferase activity","GO:0008173"
"Synechocystis","slr0993","Biological Process","cell wall macromolecule catabolic process","GO:0016998"
"Synechocystis","slr0993","Biological Process","proteolysis","GO:0006508"
"Synechocystis","slr0993","Molecular Function","metalloendopeptidase activity","GO:0004222"
"Synechocystis","slr0994","Biological Process","lipoate biosynthetic process","GO:0009107"
"Synechocystis","slr0994","Biological Process","protein modification process","GO:0006464"
"Synechocystis","slr0994","Cellular Component","cytoplasm","GO:0005737"
"Synechocystis","slr0994","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr0994","Molecular Function","octanoyltransferase activity","GO:0016415"
"Synechocystis","slr1020","Biological Process","cellular metabolic process","GO:0044237"
"Synechocystis","slr1020","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr1020","Molecular Function","binding","GO:0005488"
"Synechocystis","slr1020","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr1020","Molecular Function","coenzyme binding","GO:0050662"
"Synechocystis","slr1022","Biological Process","arginine metabolic process","GO:0006525"
"Synechocystis","slr1022","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr1022","Molecular Function","pyridoxal phosphate binding","GO:0030170"
"Synechocystis","slr1022","Molecular Function","transaminase activity","GO:0008483"
"Synechocystis","slr1028","Biological Process","cell adhesion","GO:0007155"
"Synechocystis","slr1028","Biological Process","cell communication","GO:0007154"
"Synechocystis","slr1028","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","slr1028","Cellular Component","integrin complex","GO:0008305"
"Synechocystis","slr1028","Molecular Function","sugar binding","GO:0005529"
"Synechocystis","slr1030","Biological Process","chlorophyll biosynthetic process","GO:0015995"
"Synechocystis","slr1030","Biological Process","photosynthesis","GO:0015979"
"Synechocystis","slr1030","Biological Process","porphyrin biosynthetic process","GO:0006779"
"Synechocystis","slr1030","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","slr1030","Molecular Function","magnesium chelatase activity","GO:0016851"
"Synechocystis","slr1030","Molecular Function","nucleoside-triphosphatase activity","GO:0017111"
"Synechocystis","slr1030","Molecular Function","nucleotide binding","GO:0000166"
"Synechocystis","slr1031","Biological Process","tRNA aminoacylation for protein translation","GO:0006418"
"Synechocystis","slr1031","Biological Process","translation","GO:0006412"
"Synechocystis","slr1031","Biological Process","tyrosyl-tRNA aminoacylation","GO:0006437"
"Synechocystis","slr1031","Cellular Component","cytoplasm","GO:0005737"
"Synechocystis","slr1031","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","slr1031","Molecular Function","RNA binding","GO:0003723"
"Synechocystis","slr1031","Molecular Function","aminoacyl-tRNA ligase activity","GO:0004812"
"Synechocystis","slr1031","Molecular Function","nucleotide binding","GO:0000166"
"Synechocystis","slr1031","Molecular Function","tyrosine-tRNA ligase activity","GO:0004831"
"Synechocystis","slr1034","Molecular Function","single-stranded DNA binding","GO:0003697"
"Synechocystis","slr1037","Biological Process","regulation of transcription, DNA-dependent","GO:0006355"
"Synechocystis","slr1037","Biological Process","two-component signal transduction system (phosphorelay)","GO:0000160"
"Synechocystis","slr1037","Molecular Function","two-component response regulator activity","GO:0000156"
"Synechocystis","slr1039","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr1039","Molecular Function","methyltransferase activity","GO:0008168"
"Synechocystis","slr1041","Biological Process","regulation of transcription, DNA-dependent","GO:0006355"
"Synechocystis","slr1041","Biological Process","two-component signal transduction system (phosphorelay)","GO:0000160"
"Synechocystis","slr1041","Molecular Function","two-component response regulator activity","GO:0000156"
"Synechocystis","slr1043","Biological Process","chemotaxis","GO:0006935"
"Synechocystis","slr1043","Biological Process","signal transduction","GO:0007165"
"Synechocystis","slr1043","Cellular Component","intracellular","GO:0005622"
"Synechocystis","slr1043","Molecular Function","signal transducer activity","GO:0004871"
"Synechocystis","slr1044","Biological Process","chemotaxis","GO:0006935"
"Synechocystis","slr1044","Biological Process","signal transduction","GO:0007165"
"Synechocystis","slr1044","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","slr1044","Cellular Component","membrane","GO:0016020"
"Synechocystis","slr1044","Molecular Function","binding","GO:0005488"
"Synechocystis","slr1044","Molecular Function","signal transducer activity","GO:0004871"
"Synechocystis","slr1046","Biological Process","protein secretion","GO:0009306"
"Synechocystis","slr1046","Biological Process","protein transport","GO:0015031"
"Synechocystis","slr1046","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","slr1046","Cellular Component","membrane","GO:0016020"
"Synechocystis","slr1046","Cellular Component","plasma membrane","GO:0005886"
"Synechocystis","slr1046","Molecular Function","protein transporter activity","GO:0008565"
"Synechocystis","slr1048","Biological Process","DNA metabolic process","GO:0006259"
"Synechocystis","slr1048","Molecular Function","exonuclease activity","GO:0004527"
"Synechocystis","slr1050","Biological Process","protein amino acid O-linked glycosylation","GO:0006493"
"Synechocystis","slr1050","Cellular Component","membrane","GO:0016020"
"Synechocystis","slr1050","Molecular Function","mannosyltransferase activity","GO:0000030"
"Synechocystis","slr1051","Biological Process","fatty acid biosynthetic process","GO:0006633"
"Synechocystis","slr1051","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr1051","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","slr1051","Molecular Function","binding","GO:0005488"
"Synechocystis","slr1051","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr1051","Molecular Function","enoyl-[acyl-carrier-protein] reductase (NADH) activity","GO:0004318"
"Synechocystis","slr1051","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","slr1055","Biological Process","biosynthetic process","GO:0009058"
"Synechocystis","slr1055","Biological Process","chlorophyll biosynthetic process","GO:0015995"
"Synechocystis","slr1055","Molecular Function","magnesium chelatase activity","GO:0016851"
"Synechocystis","slr1062","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","slr1063","Biological Process","biosynthetic process","GO:0009058"
